NUMBER	X_IMAGE	Y_IMAGE	RA	DEC	A_IMAGE	B_IMAGE	THETA_IMAGE	ELLIPTICITY	FLUX_AUTO	FLUXERR_AUTO	MAG_AUTO	MAGERR_AUTO	KRON_RADIUS	R_EFF_PIX	R_EFF_ARCSEC	MU_EFF	SNR_TOTAL	FLUX_APER_5	FLUX_APER_10	FLUX_APER_20	FLUX_APER_40	SERSIC_N	SERSIC_RE	SERSIC_CHI2	MAG_SERSIC	MU_EFF_SERSIC	LSBG_CONF	LSBG_GRADE	FLAGS	LABEL	MATCH_INFO
439	3091.811	445.391	21.5141653	-1.5876176	10.962	5.050	60.151	0.5393	6.209293e+03	2.181160e+02	20.5174	0.0381	4.298	27.954	7.3519	27.8663	28.468	1.839732e+02	3.559421e+02	5.630830e+02	2.752935e+03	0.413	4.784	8.843	24.0171	26.1620	0.449	C	0	0	unmatched_471.77
440	1063.381	458.997	21.6624078	-1.5866102	13.658	9.422	85.625	0.3101	4.727205e+03	2.740401e+02	20.8135	0.0629	3.548	17.330	4.5577	28.2695	17.250	-1.202234e+01	7.561573e+01	3.756307e+02	6.383995e+02	0.360	27.479	2.707	20.3933	25.7340	0.444	C	0	0	unmatched_553.34
441	3767.429	459.155	21.4647890	-1.5866141	17.332	7.103	42.855	0.5902	5.133799e+03	2.589751e+02	20.7239	0.0548	3.500	26.934	7.0837	27.8560	19.824	2.072448e+02	3.030525e+02	4.945886e+02	1.675794e+03	0.514	3.407	7.842	24.2436	25.5711	0.471	C	0	0	unmatched_462.44
442	2531.784	545.024	21.5550932	-1.5803363	15.715	11.201	-18.390	0.2873	1.406491e+04	4.112157e+02	19.6297	0.0317	4.281	14.265	3.7518	27.7394	34.203	3.218768e+01	1.580792e+02	6.003685e+02	7.939864e+02	NaN	NaN	NaN	NaN	NaN	0.460	C	0	0	unmatched_414.64
443	5768.283	546.692	21.3185604	-1.5802184	13.149	5.378	-64.085	0.5910	5.028453e+03	2.572144e+02	20.7464	0.0555	3.500	22.228	5.8459	27.3909	19.550	3.478891e+02	4.798568e+02	8.904412e+02	2.445609e+03	0.419	4.756	6.277	23.4402	25.2032	0.500	B	0	0	unmatched_361.83
444	402.449	564.454	21.7107086	-1.5788995	13.676	10.003	42.207	0.2686	8.426115e+03	3.741888e+02	20.1859	0.0482	3.548	13.873	3.6486	27.1681	22.518	1.926784e+01	2.655250e+02	8.002263e+02	1.078368e+03	0.360	10.783	5.300	23.4359	26.0094	0.565	B	0	0	unmatched_589.29
445	3671.077	559.027	21.4718305	-1.5793178	12.732	6.564	-80.608	0.4844	4.603324e+03	2.235157e+02	20.8423	0.0527	3.500	26.370	6.9354	27.9095	20.595	1.497771e+02	3.780303e+02	5.819165e+02	2.087266e+03	0.360	31.785	4.098	21.9903	26.2492	0.483	C	0	0	unmatched_463.36
446	1032.835	567.787	21.6646393	-1.5786624	19.934	6.919	38.721	0.6529	3.624805e+04	2.997437e+02	18.6018	0.0090	3.587	32.669	8.5918	28.2588	120.930	1.705731e+02	3.039285e+02	5.607301e+02	1.346063e+03	NaN	NaN	NaN	NaN	NaN	0.362	C	0	0	unmatched_527.21
447	4766.026	567.825	21.3918083	-1.5786762	18.183	10.660	74.607	0.4137	6.376645e+03	3.819957e+02	20.4885	0.0650	3.500	19.102	5.0239	27.0272	16.693	2.711864e+01	2.198891e+02	1.290919e+03	1.683033e+03	0.360	42.831	3.794	21.6286	27.2759	0.557	B	0	0	unmatched_304.39
448	4312.587	567.310	21.4249471	-1.5787137	12.228	5.834	-47.390	0.5229	1.648284e+04	1.916375e+02	19.4574	0.0126	3.500	17.892	4.7055	27.8272	86.010	2.670225e+02	3.477478e+02	6.041825e+02	1.051900e+03	0.576	2.743	3.256	23.8870	25.0641	0.509	B	0	0	unmatched_350.12
449	3379.884	689.187	21.4931113	-1.5698081	18.817	12.812	25.173	0.3192	1.154417e+04	4.061618e+02	19.8441	0.0382	3.686	16.574	4.3591	27.6432	28.423	6.777174e+00	1.799565e+02	6.269442e+02	8.742474e+02	0.360	13.902	3.280	23.3023	27.6955	0.528	B	0	0	unmatched_449.07
450	416.548	625.411	21.7096777	-1.5744466	13.717	6.156	-6.834	0.5512	4.311161e+05	2.948504e+02	15.9135	0.0007	3.500	18.112	4.7634	27.4267	1462.152	2.869769e+02	4.209591e+02	8.956288e+02	1.494062e+03	0.843	3.148	6.419	23.6956	25.0747	0.518	B	0	0	unmatched_573.52
451	428.281	647.002	21.7088200	-1.5728693	9.857	4.539	-71.885	0.5395	5.101959e+03	2.341895e+02	20.7307	0.0498	3.804	16.361	4.3028	27.3557	21.786	2.773367e+02	4.676961e+02	7.902841e+02	1.821494e+03	0.360	49.222	8.338	21.9062	26.3955	0.463	C	0	0	unmatched_567.06
452	396.040	690.517	21.7111758	-1.5696901	6.830	4.162	-53.900	0.3907	3.326587e+03	2.038196e+02	21.1950	0.0665	4.121	17.815	4.6855	27.8726	16.321	2.705438e+02	4.213651e+02	8.558592e+02	2.321168e+03	NaN	NaN	NaN	NaN	NaN	0.396	C	0	0	unmatched_561.51
453	1233.731	737.707	21.6499561	-1.5662508	9.956	4.302	26.434	0.5679	2.686786e+04	1.610056e+02	18.9269	0.0065	3.500	12.619	3.3188	27.0560	166.875	2.957442e+02	4.076117e+02	8.883996e+02	1.177039e+03	NaN	NaN	NaN	NaN	NaN	0.477	C	0	0	unmatched_473.16
454	3382.637	843.239	21.4929097	-1.5585539	17.573	9.694	20.072	0.4483	3.820121e+05	4.611023e+02	16.0448	0.0013	4.831	18.522	4.8713	28.4941	828.476	5.375445e+01	8.327139e+01	3.992950e+02	5.298448e+02	0.360	24.250	3.375	23.0994	28.4724	0.406	C	0	0	unmatched_416.15
455	3269.815	811.288	21.5011550	-1.5608877	21.912	9.768	-77.318	0.5542	5.459176e+04	3.686033e+02	18.1572	0.0073	3.500	23.069	6.0672	27.2002	148.104	6.284877e+00	1.573919e+02	1.436569e+03	2.304195e+03	NaN	NaN	NaN	NaN	NaN	0.498	C	0	0	unmatched_406.41
456	6452.543	835.912	21.2685540	-1.5590870	18.325	12.008	-64.034	0.3447	5.494386e+04	4.713877e+02	18.1502	0.0093	3.866	23.758	6.2484	27.8762	116.558	-2.875005e+01	1.630695e+02	7.551833e+02	8.591088e+02	NaN	NaN	NaN	NaN	NaN	0.461	C	0	0	unmatched_440.81
457	6119.941	905.699	21.2928615	-1.5539900	10.059	6.191	-15.228	0.3845	3.263881e+03	2.467770e+02	21.2157	0.0821	3.505	12.912	3.3957	27.0442	13.226	2.301191e+02	4.593774e+02	7.437009e+02	1.522470e+03	0.631	4.714	5.369	23.6001	25.4299	0.543	B	0	0	unmatched_357.56
458	6227.641	917.480	21.2849906	-1.5531289	21.673	7.583	46.743	0.6501	7.945777e+03	3.803430e+02	20.2497	0.0520	3.500	19.819	5.2123	26.8337	20.891	1.802764e+02	7.186944e+02	1.580616e+03	2.099079e+03	NaN	NaN	NaN	NaN	NaN	0.512	B	0	0	unmatched_379.24
459	1853.333	933.187	21.6046735	-1.5519749	16.782	7.536	-78.590	0.5510	8.827872e+04	4.333302e+02	17.6354	0.0053	5.163	18.997	4.9962	27.7664	203.722	1.122474e+01	1.262353e+02	6.414692e+02	7.320393e+02	NaN	NaN	NaN	NaN	NaN	0.407	C	0	0	unmatched_348.85
460	6283.364	974.688	21.2809185	-1.5489494	8.800	5.433	43.365	0.3826	2.348753e+03	2.004085e+02	21.5729	0.0926	3.500	10.466	2.7526	26.5510	11.720	3.024476e+02	5.611438e+02	8.635068e+02	1.625599e+03	NaN	NaN	NaN	NaN	NaN	0.512	B	0	0	unmatched_383.97
461	2389.273	993.799	21.5655059	-1.5475503	14.803	6.393	18.400	0.5681	5.042174e+04	3.677564e+02	18.2435	0.0079	4.822	19.118	5.0280	27.6141	137.106	2.924185e+02	3.299950e+02	7.369115e+02	1.406829e+03	NaN	NaN	NaN	NaN	NaN	0.424	C	0	0	unmatched_296.40
462	1694.175	963.433	21.6163047	-1.5497642	23.680	18.407	2.317	0.2227	2.060611e+04	6.047978e+02	19.2150	0.0319	3.873	19.159	5.0388	27.6341	34.071	2.858052e+01	1.441148e+02	8.237352e+02	1.324691e+03	0.360	19.512	3.612	22.6380	27.9112	0.554	B	0	0	unmatched_362.79
463	3163.978	1036.953	21.5088891	-1.5444014	11.232	6.195	-21.666	0.4484	2.144766e+03	2.161427e+02	21.6716	0.1094	3.500	11.077	2.9133	27.4197	9.923	1.014863e+02	2.440789e+02	4.717412e+02	5.606447e+02	0.360	6.535	3.142	23.7102	25.6822	0.435	C	0	0	unmatched_341.45
464	6665.148	1071.009	21.2530176	-1.5419109	12.295	5.446	-25.724	0.5571	2.675105e+03	2.473699e+02	21.4316	0.1004	3.500	9.822	2.5832	27.0322	10.814	1.290163e+02	3.311860e+02	6.546473e+02	6.092620e+02	0.360	13.389	4.573	23.1751	27.0198	0.446	C	0	0	unmatched_464.22
465	2300.098	1110.265	21.5720223	-1.5390414	18.186	10.022	43.249	0.4489	1.319626e+04	3.915829e+02	19.6989	0.0322	3.955	20.370	5.3574	27.8957	33.700	1.184104e+01	1.720200e+00	5.960694e+02	9.176427e+02	NaN	NaN	NaN	NaN	NaN	0.420	C	0	0	unmatched_268.18
466	2862.768	1164.902	21.5309015	-1.5350528	11.100	5.338	36.152	0.5190	9.908020e+02	1.839487e+02	22.5100	0.2016	3.500	10.625	2.7944	28.2457	5.386	8.114394e+00	1.048090e+02	1.704124e+02	2.660194e+02	0.360	14.018	2.612	23.9600	26.9853	0.294	D	0	0	unmatched_273.79
467	1693.427	1137.321	21.6163582	-1.5370609	11.371	6.537	-89.412	0.4251	8.346444e+03	2.487382e+02	20.1962	0.0324	3.957	19.100	5.0233	28.1905	33.555	3.000701e+02	3.488120e+02	4.337350e+02	8.681272e+02	0.618	2.717	4.200	23.8121	24.9358	0.482	C	0	0	unmatched_325.55
468	6084.758	1178.699	21.2954336	-1.5340461	10.385	5.260	31.614	0.4935	2.241381e+03	2.351063e+02	21.6237	0.1139	3.500	20.337	5.3487	28.0930	9.533	3.197663e+02	3.883980e+02	4.883375e+02	1.049787e+03	0.501	2.770	5.046	23.6805	24.7938	0.395	C	0	0	unmatched_312.71
469	3468.797	1180.675	21.4866120	-1.5339027	17.981	5.540	42.514	0.6919	3.099341e+03	2.657539e+02	21.2718	0.0931	3.867	13.148	3.4578	27.8864	11.662	1.352152e+01	1.314089e+02	4.227826e+02	4.270957e+02	0.360	54.034	3.018	22.5707	27.2880	0.349	C	0	0	unmatched_354.36
470	901.898	1151.169	21.6742033	-1.5360426	11.166	7.981	69.512	0.2853	6.622776e+03	2.328087e+02	20.4474	0.0382	3.500	24.981	6.5701	27.5277	28.447	2.299262e+02	3.788593e+02	6.531985e+02	4.332274e+03	0.422	4.585	7.773	23.9509	25.6853	0.547	B	0	0	unmatched_392.30
471	705.566	1071.145	21.6885520	-1.5418868	26.140	10.885	76.547	0.5836	3.466043e+05	5.539112e+02	16.1504	0.0017	4.478	44.845	11.7941	27.3026	625.740	1.192879e+03	2.308417e+03	2.835567e+03	4.500707e+03	NaN	NaN	NaN	NaN	NaN	0.553	B	0	0	unmatched_434.08
472	1078.446	1228.227	21.6613005	-1.5304148	15.470	6.503	0.505	0.5796	1.947028e+03	2.514801e+02	21.7766	0.1402	3.500	10.848	2.8530	28.4328	7.742	8.809941e+00	7.441018e+01	2.793124e+02	2.713287e+02	0.360	12.235	3.130	23.8302	27.0848	0.272	D	0	0	unmatched_356.72
473	2009.014	1242.119	21.5932943	-1.5294071	21.030	6.482	43.572	0.6918	4.840549e+03	2.805139e+02	20.7878	0.0629	3.500	28.988	7.6240	28.1275	17.256	-1.789363e+01	2.584646e+02	6.731730e+02	1.195809e+03	0.360	14.157	7.357	23.0285	26.6008	0.367	C	0	0	unmatched_257.86
474	3687.917	1205.133	21.4705984	-1.5321165	17.021	14.817	-75.992	0.1295	1.951427e+04	4.286248e+02	19.2741	0.0238	3.984	25.769	6.7772	28.2401	45.528	2.102946e+02	2.906908e+02	4.361436e+02	1.059974e+03	NaN	NaN	NaN	NaN	NaN	0.472	C	0	0	unmatched_327.40
475	3834.642	1310.730	21.4598753	-1.5244024	5.894	3.462	-70.816	0.4127	9.554561e+02	1.072167e+02	22.5495	0.1218	3.500	10.322	2.7148	27.2626	8.911	1.833406e+02	2.829017e+02	7.152215e+02	9.201700e+02	NaN	NaN	NaN	NaN	NaN	0.382	C	0	0	unmatched_291.02
476	6138.757	1342.757	21.2914879	-1.5220607	17.317	8.832	-22.323	0.4900	7.725021e+03	3.808944e+02	20.2803	0.0535	3.500	12.240	3.2191	26.6365	20.281	1.488558e+02	5.382093e+02	1.033387e+03	1.046504e+03	0.360	8.848	5.016	22.7371	25.5575	0.578	B	0	0	unmatched_309.92
477	3606.620	1390.619	21.4765392	-1.5185656	12.953	8.874	1.222	0.3149	3.056726e+03	2.520460e+02	21.2869	0.0895	3.500	13.987	3.6787	28.0074	12.128	4.192169e+00	6.514299e+01	4.299995e+02	5.245907e+02	0.360	17.305	2.567	23.4323	28.3078	0.427	C	0	0	unmatched_289.04
478	2045.478	1419.248	21.5906284	-1.5164671	17.673	8.037	-86.344	0.5452	4.219084e+03	2.917349e+02	20.9370	0.0751	3.500	18.254	4.8007	27.7706	14.462	2.252196e+02	3.173447e+02	6.254038e+02	1.080954e+03	NaN	NaN	NaN	NaN	NaN	0.356	C	0	0	unmatched_212.26
479	3199.831	1418.685	21.5062677	-1.5165140	20.873	13.126	23.750	0.3712	1.541387e+04	4.568962e+02	19.5302	0.0322	3.766	31.708	8.3392	28.2896	33.736	1.371178e+02	3.418976e+02	6.152994e+02	1.480323e+03	0.360	7.322	5.902	23.8189	26.5586	0.461	C	0	0	unmatched_270.47
480	6188.056	1435.620	21.2878854	-1.5152764	23.804	13.401	-23.241	0.4370	3.055952e+04	6.614416e+02	18.7871	0.0235	4.402	32.198	8.4680	28.4479	46.201	3.342849e+01	8.860565e+01	3.077297e+02	1.195645e+03	NaN	NaN	NaN	NaN	NaN	0.389	C	0	0	unmatched_316.09
481	1869.018	1439.656	21.6035239	-1.5149751	19.329	9.433	45.036	0.5120	5.085917e+03	3.312845e+02	20.7341	0.0707	3.500	26.795	7.0471	28.4991	15.352	1.125770e+01	1.347440e+02	4.649633e+02	1.009883e+03	0.360	21.822	3.211	23.3687	27.8195	0.383	C	0	0	unmatched_234.65
482	6252.013	1447.712	21.2832115	-1.5143927	18.194	6.898	84.223	0.6209	2.187939e+04	4.478814e+02	19.1499	0.0222	4.676	48.223	12.6825	27.5889	48.851	3.847195e+01	7.819748e+01	5.654146e+02	9.177043e+02	NaN	NaN	NaN	NaN	NaN	0.517	B	0	0	unmatched_331.88
483	6437.083	1558.331	21.2696868	-1.5063107	16.505	5.962	27.979	0.6388	5.375823e+03	3.030863e+02	20.6739	0.0612	3.726	16.891	4.4425	28.1729	17.737	3.746189e+01	8.533107e+01	3.600310e+02	4.411827e+02	NaN	NaN	NaN	NaN	NaN	0.302	C	0	0	unmatched_375.76
484	5203.364	1577.421	21.3598477	-1.5049196	15.530	6.185	18.540	0.6018	4.074767e+03	2.906690e+02	20.9747	0.0774	3.500	14.207	3.7364	27.4120	14.019	3.045548e+01	7.798427e+01	8.011890e+02	7.267243e+02	NaN	NaN	NaN	NaN	NaN	0.373	C	0	0	unmatched_58.79
485	2617.692	1528.276	21.5488103	-1.5085053	14.683	7.147	27.330	0.5132	4.294794e+03	2.599116e+02	20.9176	0.0657	3.500	26.349	6.9299	27.3841	16.524	1.654417e+02	3.657473e+02	7.367307e+02	2.917325e+03	NaN	NaN	NaN	NaN	NaN	0.464	C	0	0	unmatched_161.80
486	6220.529	1582.817	21.2855128	-1.5045227	15.363	7.135	-89.741	0.5356	1.809273e+04	3.774669e+02	19.3562	0.0227	4.329	34.322	9.0266	28.2349	47.932	-3.249930e+00	7.531176e+01	6.701683e+02	1.737141e+03	NaN	NaN	NaN	NaN	NaN	0.401	C	0	0	unmatched_318.45
487	1964.772	1605.273	21.5965252	-1.5028766	14.099	6.029	46.491	0.5724	4.371794e+03	2.311237e+02	20.8984	0.0574	3.500	22.090	5.8097	27.5553	18.915	2.577473e+02	3.894962e+02	8.623058e+02	1.799143e+03	0.683	3.701	3.432	23.7479	25.3769	0.533	B	0	0	unmatched_185.37
488	4325.144	1629.522	21.4240286	-1.5011137	9.755	4.218	-6.446	0.5676	5.032414e+03	1.543507e+02	20.7456	0.0333	3.500	21.393	5.6264	27.4013	32.604	2.592886e+02	3.199593e+02	9.462532e+02	4.818319e+03	NaN	NaN	NaN	NaN	NaN	0.461	C	0	0	unmatched_182.37
489	2593.685	1667.704	21.5505640	-1.4983193	15.464	5.308	35.728	0.6567	1.386879e+04	2.381070e+02	19.6449	0.0186	3.572	24.912	6.5518	28.4391	58.246	1.867480e+02	2.595452e+02	4.338601e+02	7.838002e+02	NaN	NaN	NaN	NaN	NaN	0.309	C	0	0	unmatched_124.88
490	5853.359	1797.314	21.3123463	-1.4888538	18.485	7.682	-61.522	0.5844	6.620953e+03	3.833127e+02	20.4477	0.0629	3.746	22.602	5.9443	28.2591	17.273	1.768178e+01	1.172809e+02	4.067269e+02	8.104026e+02	NaN	NaN	NaN	NaN	NaN	0.320	C	0	0	unmatched_221.98
491	4512.906	1813.970	21.4103068	-1.4876388	18.463	7.728	15.189	0.5814	6.313236e+03	3.233448e+02	20.4994	0.0556	3.500	14.510	3.8162	28.2987	19.525	2.999624e+01	9.499208e+01	4.369238e+02	3.971292e+02	NaN	NaN	NaN	NaN	NaN	0.306	C	0	0	unmatched_135.57
492	6027.612	1913.001	21.2996123	-1.4804017	13.499	8.280	-6.842	0.3866	5.910549e+03	3.082729e+02	20.5709	0.0566	3.500	12.604	3.3148	28.1898	19.173	6.422017e+01	8.944537e+01	5.800206e+02	3.829273e+02	0.360	16.288	4.213	23.4394	27.1493	0.422	C	0	0	unmatched_237.84
493	5253.307	1926.639	21.3561983	-1.4794073	21.176	8.357	-39.514	0.6053	3.254491e+03	3.877341e+02	21.2188	0.1294	3.500	22.484	5.9133	28.4796	8.394	7.333882e+00	9.755164e+01	4.087208e+02	5.538973e+02	NaN	NaN	NaN	NaN	NaN	0.205	D	0	0	unmatched_86.81
494	5243.456	2007.211	21.3569183	-1.4735211	13.328	7.833	80.400	0.4123	1.818720e+03	2.907038e+02	21.8506	0.1735	3.500	12.949	3.4055	27.5659	6.256	6.899507e+00	1.188371e+02	5.083347e+02	6.810432e+02	0.424	12.637	3.787	23.6324	26.4576	0.417	C	0	0	unmatched_101.07
495	595.520	2037.723	21.6965852	-1.4712730	8.022	4.522	25.870	0.4363	7.312746e+02	1.564776e+02	22.8398	0.2323	3.500	14.344	3.7725	27.5765	4.673	2.427713e+02	3.107042e+02	6.927743e+02	8.370415e+02	0.523	2.926	2.888	23.9076	25.1731	0.435	C	0	0	unmatched_269.69
496	3806.768	1966.886	21.4619111	-1.4764667	10.408	6.280	-70.374	0.3966	4.217925e+03	1.973553e+02	20.9373	0.0508	3.500	11.969	3.1478	26.8526	21.372	1.872143e+02	4.631524e+02	9.595025e+02	1.369976e+03	0.360	16.366	2.668	22.5292	26.3425	0.595	B	0	0	unmatched_129.79
497	3057.847	2091.929	21.5166415	-1.4673295	14.324	10.457	82.173	0.2699	1.660095e+03	3.334344e+02	21.9497	0.2181	3.500	17.869	4.6996	27.8678	4.979	1.588765e+01	1.394639e+02	5.882926e+02	8.331031e+02	0.360	19.781	3.348	23.3988	26.8406	0.403	C	0	0	unmatched_160.81
498	2682.521	2105.892	21.5440699	-1.4663078	12.859	9.541	-31.867	0.2580	1.216330e+03	2.969710e+02	22.2874	0.2651	3.500	10.780	2.8351	27.6801	4.096	2.022950e+01	1.886975e+02	4.706682e+02	4.500745e+02	0.360	8.395	3.496	23.6375	26.6947	0.398	C	0	0	unmatched_62.04
499	1985.946	2112.936	21.5949748	-1.4657894	20.441	8.930	-7.464	0.5631	1.953646e+04	4.085253e+02	19.2729	0.0227	3.841	18.656	4.9065	28.2806	47.822	-1.570114e+00	-4.995233e+00	4.044028e+02	4.748390e+02	0.360	11.825	5.718	25.9801	28.4098	0.383	C	0	0	unmatched_121.27
500	3148.324	2132.974	21.5100294	-1.4643313	18.842	9.776	-55.628	0.4812	9.226561e+03	3.891251e+02	20.0874	0.0458	3.500	14.744	3.8778	27.0461	23.711	8.042435e+00	2.054700e+02	1.267474e+03	1.454638e+03	0.360	12.107	5.397	22.4903	25.8210	0.536	B	0	0	unmatched_184.48
501	3573.185	2177.150	21.4789808	-1.4611052	16.247	7.778	44.175	0.5213	6.114885e+03	3.130974e+02	20.5340	0.0556	3.500	15.160	3.9872	27.8228	19.530	4.856085e+01	1.113265e+02	6.024666e+02	8.158517e+02	0.360	73.930	5.255	21.6798	28.0077	0.436	C	0	0	unmatched_138.09
502	2226.274	2176.667	21.5774116	-1.4611350	15.563	5.308	75.518	0.6589	1.859151e+03	2.710875e+02	21.8267	0.1583	3.500	12.033	3.1647	27.1533	6.858	2.754861e+02	3.761250e+02	6.277610e+02	7.955556e+02	1.162	5.115	4.414	23.2819	25.6808	0.430	C	0	0	unmatched_59.98
503	2541.658	2276.867	21.5543632	-1.4538165	7.385	3.759	85.974	0.4910	1.425618e+03	1.603743e+02	22.1150	0.1221	3.500	12.604	3.3149	26.8638	8.889	2.893141e+02	5.311945e+02	1.161034e+03	1.736896e+03	0.360	7.023	5.463	23.1304	25.3878	0.464	C	0	0	unmatched_48.33
504	5400.147	2289.739	21.3454679	-1.4528806	7.174	4.933	69.801	0.3124	3.136925e+03	2.094607e+02	21.2587	0.0725	3.500	13.628	3.5841	26.9195	14.976	3.366427e+02	5.433472e+02	1.341073e+03	2.422213e+03	NaN	NaN	NaN	NaN	NaN	0.519	B	0	0	unmatched_74.64
505	5278.913	2303.282	21.3543277	-1.4518914	15.434	5.977	80.093	0.6127	3.868631e+03	2.997451e+02	21.0311	0.0841	3.500	20.439	5.3756	27.7220	12.906	2.239473e+02	4.513708e+02	7.226634e+02	1.273677e+03	4.716	77.169	4.781	21.3336	28.7757	0.339	C	0	0	unmatched_78.93
506	4777.771	2338.573	21.3909506	-1.4493137	33.744	15.977	-43.603	0.5265	3.557201e+04	6.661886e+02	18.6222	0.0203	3.500	21.691	5.7048	26.5138	53.396	4.993097e+00	1.397191e+02	2.178300e+03	3.981190e+03	NaN	NaN	NaN	NaN	NaN	0.594	B	0	0	unmatched_177.31
507	1011.727	2376.963	21.6661668	-1.4464937	17.335	7.567	52.940	0.5635	3.519303e+03	3.291835e+02	21.1339	0.1016	3.500	16.127	4.2414	27.8649	10.691	3.438330e+01	1.408140e+02	5.701821e+02	8.813163e+02	0.360	21.766	4.350	22.6937	27.5778	0.368	C	0	0	unmatched_134.13
508	1841.737	2407.140	21.6055115	-1.4442954	11.774	8.674	-66.523	0.2633	1.267154e+03	2.718250e+02	22.2429	0.2329	3.500	12.777	3.3603	27.6707	4.662	3.215557e+01	1.591850e+02	5.355291e+02	5.581616e+02	0.360	15.891	3.201	22.8158	27.7138	0.411	C	128	0	unmatched_93.82
509	6089.287	2431.756	21.2951068	-1.4425037	17.096	12.215	9.781	0.2855	1.130885e+04	3.756994e+02	19.8665	0.0361	3.560	24.989	6.5722	27.2938	30.101	1.715427e+02	5.100347e+02	1.196538e+03	2.739482e+03	NaN	NaN	NaN	NaN	NaN	0.560	B	0	0	unmatched_182.56
510	2005.781	2463.169	21.5935232	-1.4402032	21.952	10.223	-68.905	0.5343	1.637538e+04	5.366896e+02	19.4645	0.0356	4.663	17.736	4.6645	27.8258	30.512	2.455371e+01	7.638890e+01	5.870636e+02	8.737690e+02	NaN	NaN	NaN	NaN	NaN	0.398	C	0	0	unmatched_133.18
511	2609.744	2509.012	21.5493866	-1.4368574	11.818	6.427	-84.337	0.4562	6.032091e+03	2.848488e+02	20.5488	0.0513	3.962	16.736	4.4016	27.7063	21.176	2.523862e+02	3.706458e+02	6.404451e+02	1.065624e+03	NaN	NaN	NaN	NaN	NaN	0.431	C	0	0	unmatched_111.06
512	3228.125	2515.360	21.5041964	-1.4363962	14.572	10.131	-32.877	0.3047	2.019887e+03	3.143047e+02	21.7367	0.1689	3.500	10.167	2.6740	28.1691	6.427	7.767926e+01	1.177916e+02	3.819968e+02	1.630770e+02	NaN	NaN	NaN	NaN	NaN	0.263	D	0	0	unmatched_218.54
513	1735.346	2581.030	21.6132852	-1.4315911	13.329	5.334	50.113	0.5998	1.956613e+03	2.046726e+02	21.7712	0.1136	3.500	11.665	3.0679	28.4119	9.560	1.065587e+01	8.610193e+01	3.765230e+02	2.564868e+02	0.360	49.782	2.847	19.5077	25.9472	0.289	D	0	0	unmatched_63.60
514	5925.200	2652.159	21.3070987	-1.4264026	8.567	6.568	-52.196	0.2334	1.427952e+04	2.608225e+02	19.6132	0.0198	4.446	13.961	3.6717	27.0861	54.748	2.804703e+02	4.849957e+02	8.746423e+02	4.092246e+03	0.360	0.818	9.651	24.2598	22.6793	0.539	B	0	0	unmatched_137.14
515	6261.230	2586.803	21.2825422	-1.4311761	36.558	24.155	82.935	0.3393	3.797386e+05	1.038223e+03	16.0513	0.0030	4.609	34.690	9.1234	28.1010	365.758	1.646455e+02	3.705930e+02	5.218783e+02	1.826337e+03	NaN	NaN	NaN	NaN	NaN	0.470	C	0	0	unmatched_223.97
516	3774.573	2700.473	21.4642625	-1.4228741	13.946	7.555	41.584	0.4583	7.572960e+03	3.271164e+02	20.3018	0.0469	4.196	13.341	3.5087	27.5092	23.151	2.018531e+01	1.228056e+02	7.354602e+02	6.587410e+02	NaN	NaN	NaN	NaN	NaN	0.445	C	0	0	unmatched_108.05
517	1316.285	2717.735	21.6439079	-1.4216011	7.884	5.762	-60.246	0.2692	2.073324e+03	1.737541e+02	21.7083	0.0910	3.500	10.657	2.8028	27.2390	11.933	2.021518e+02	3.067977e+02	4.442421e+02	1.285009e+03	0.360	4.446	3.281	24.0202	25.7459	0.507	B	0	0	unmatched_72.02
518	1726.206	2763.948	21.6139519	-1.4182280	16.510	7.310	-1.044	0.5572	4.576102e+03	2.787032e+02	20.8488	0.0661	3.500	14.587	3.8364	28.0516	16.419	-2.129996e+00	1.780566e+02	3.078969e+02	2.347149e+02	NaN	NaN	NaN	NaN	NaN	0.319	C	0	0	unmatched_87.74
519	2260.262	2785.470	21.5749244	-1.4166589	11.814	6.382	89.884	0.4598	5.289815e+03	2.154458e+02	20.6914	0.0442	3.500	20.154	5.3005	27.5082	24.553	1.815543e+02	4.189113e+02	8.467155e+02	1.788750e+03	NaN	NaN	NaN	NaN	NaN	0.469	C	0	0	unmatched_51.00
520	3336.681	2810.538	21.4962624	-1.4148321	14.166	6.607	86.090	0.5336	1.644747e+03	3.025861e+02	21.9598	0.1997	4.071	11.826	3.1103	27.9209	5.436	3.318654e+01	1.158077e+02	4.174798e+02	3.069311e+02	NaN	NaN	NaN	NaN	NaN	0.236	D	0	0	unmatched_217.08
521	5644.328	2822.272	21.3276247	-1.4139756	22.335	7.087	-57.100	0.6827	1.020516e+04	3.268202e+02	19.9780	0.0348	3.500	12.926	3.3995	24.8189	31.226	3.241943e+02	2.549752e+03	6.082738e+03	6.872171e+03	0.408	6.409	5.830	20.6093	23.3437	0.400	C	0	0	unmatched_89.95
522	1012.800	2867.883	21.6660843	-1.4106297	10.185	6.365	20.933	0.3751	2.001634e+03	2.024408e+02	21.7465	0.1098	3.500	16.534	4.3484	27.7025	9.887	2.427581e+02	3.727590e+02	5.848613e+02	1.429756e+03	0.428	3.985	3.138	23.7582	25.5588	0.455	C	0	0	unmatched_158.43
